AgeGroup,Gender,WeightKg,Heightm,ActivityDayName,TotalMinutesAsleep,SedentaryMinutes,TotalActiveMinutes,TotalDistancekm,CaloriesBurnt,TotalSteps
25-34,Female,116.03962812050716,1.9132693593292205,Friday,480,1105,335,9.319999605417248,2638,12954
35-44,Female,116.03962812050716,1.9132693593292205,Friday,425,1105,335,9.319999605417248,2638,12954
55-64,Male,116.03962812050716,1.9132693593292205,Friday,428,1105,335,9.319999605417248,2638,12954
18-24,Male,116.03962812050716,1.9132693593292205,Friday,441,1105,335,9.319999605417248,2638,12954
25-34,Female,116.03962812050716,1.9132693593292205,Friday,391,1105,335,9.319999605417248,2638,12954
35-44,Male,69.51251371409886,1.4923493288212617,Friday,520,712,162,1.80999994277954,1399,2915
35-44,Female,69.51251371409886,1.4923493288212617,Friday,405,712,162,1.80999994277954,1399,2915
18-24,Male,69.51251371409886,1.4923493288212617,Friday,355,712,162,1.80999994277954,1399,2915
25-34,Female,69.51251371409886,1.4923493288212617,Friday,533,712,162,1.80999994277954,1399,2915
45-54,Female,69.51251371409886,1.4923493288212617,Friday,82,712,162,1.80999994277954,1399,2915
65+,Male,69.51251371409886,1.4923493288212617,Friday,388,712,162,1.80999994277954,1399,2915
35-44,Male,69.51251371409886,1.4923493288212617,Friday,322,712,162,1.80999994277954,1399,2915
25-34,Male,69.51251371409886,1.4923493288212617,Friday,338,712,162,1.80999994277954,1399,2915
35-44,Male,69.51251371409886,1.4923493288212617,Friday,480,712,162,1.80999994277954,1399,2915
55-64,Female,69.51251371409886,1.4923493288212617,Friday,425,712,162,1.80999994277954,1399,2915
18-24,Female,69.51251371409886,1.4923493288212617,Friday,428,712,162,1.80999994277954,1399,2915
35-44,Male,69.51251371409886,1.4923493288212617,Friday,441,712,162,1.80999994277954,1399,2915
45-54,Male,69.51251371409886,1.4923493288212617,Friday,391,712,162,1.80999994277954,1399,2915
55-64,Female,51.14495950705607,1.774361660936259,Friday,520,1174,266,3.75999999046326,1851,5583
55-64,Female,51.14495950705607,1.774361660936259,Friday,405,1174,266,3.75999999046326,1851,5583
25-34,Male,51.14495950705607,1.774361660936259,Friday,355,1174,266,3.75999999046326,1851,5583
18-24,Female,51.14495950705607,1.774361660936259,Friday,533,1174,266,3.75999999046326,1851,5583
65+,Male,51.14495950705607,1.774361660936259,Friday,82,1174,266,3.75999999046326,1851,5583
35-44,Female,51.14495950705607,1.774361660936259,Friday,388,1174,266,3.75999999046326,1851,5583
45-54,Male,51.14495950705607,1.774361660936259,Friday,322,1174,266,3.75999999046326,1851,5583
18-24,Female,51.14495950705607,1.774361660936259,Friday,338,1174,266,3.75999999046326,1851,5583
55-64,Female,51.14495950705607,1.774361660936259,Friday,480,1174,266,3.75999999046326,1851,5583
18-24,Female,51.14495950705607,1.774361660936259,Friday,425,1174,266,3.75999999046326,1851,5583
45-54,Male,51.14495950705607,1.774361660936259,Friday,428,1174,266,3.75999999046326,1851,5583
55-64,Male,51.14495950705607,1.774361660936259,Friday,441,1174,266,3.75999999046326,1851,5583
45-54,Male,51.14495950705607,1.774361660936259,Friday,391,1174,266,3.75999999046326,1851,5583
55-64,Male,74.5716880103875,1.5042680572215912,Friday,520,781,242,5.1600000262260455,1946,7804
55-64,Female,74.5716880103875,1.5042680572215912,Friday,405,781,242,5.1600000262260455,1946,7804
55-64,Female,74.5716880103875,1.5042680572215912,Friday,355,781,242,5.1600000262260455,1946,7804
65+,Female,74.5716880103875,1.5042680572215912,Friday,533,781,242,5.1600000262260455,1946,7804
35-44,Female,74.5716880103875,1.5042680572215912,Friday,82,781,242,5.1600000262260455,1946,7804
18-24,Female,74.5716880103875,1.5042680572215912,Friday,388,781,242,5.1600000262260455,1946,7804
35-44,Female,74.5716880103875,1.5042680572215912,Friday,322,781,242,5.1600000262260455,1946,7804
55-64,Male,74.5716880103875,1.5042680572215912,Friday,338,781,242,5.1600000262260455,1946,7804
65+,Male,74.5716880103875,1.5042680572215912,Friday,480,781,242,5.1600000262260455,1946,7804
45-54,Female,74.5716880103875,1.5042680572215912,Friday,425,781,242,5.1600000262260455,1946,7804
65+,Male,74.5716880103875,1.5042680572215912,Friday,428,781,242,5.1600000262260455,1946,7804
55-64,Male,74.5716880103875,1.5042680572215912,Friday,441,781,242,5.1600000262260455,1946,7804
25-34,Female,74.5716880103875,1.5042680572215912,Friday,391,781,242,5.1600000262260455,1946,7804
35-44,Male,99.94295295808966,1.8179612901767863,Friday,520,1028,412,4.8800000846386,2241,7286
18-24,Female,99.94295295808966,1.8179612901767863,Friday,405,1028,412,4.8800000846386,2241,7286
35-44,Male,99.94295295808966,1.8179612901767863,Friday,355,1028,412,4.8800000846386,2241,7286
25-34,Male,99.94295295808966,1.8179612901767863,Friday,533,1028,412,4.8800000846386,2241,7286
18-24,Female,99.94295295808966,1.8179612901767863,Friday,82,1028,412,4.8800000846386,2241,7286
35-44,Female,99.94295295808966,1.8179612901767863,Friday,388,1028,412,4.8800000846386,2241,7286
55-64,Male,99.94295295808966,1.8179612901767863,Friday,322,1028,412,4.8800000846386,2241,7286
45-54,Male,99.94295295808966,1.8179612901767863,Friday,338,1028,412,4.8800000846386,2241,7286
18-24,Male,99.94295295808966,1.8179612901767863,Friday,480,1028,412,4.8800000846386,2241,7286
65+,Male,99.94295295808966,1.8179612901767863,Friday,425,1028,412,4.8800000846386,2241,7286
18-24,Female,99.94295295808966,1.8179612901767863,Friday,428,1028,412,4.8800000846386,2241,7286
18-24,Female,99.94295295808966,1.8179612901767863,Friday,441,1028,412,4.8800000846386,2241,7286
18-24,Male,99.94295295808966,1.8179612901767863,Friday,391,1028,412,4.8800000846386,2241,7286
45-54,Female,57.50518449109041,1.9073283854393672,Friday,520,1234,206,2.60999989509583,1669,3843
55-64,Male,57.50518449109041,1.9073283854393672,Friday,405,1234,206,2.60999989509583,1669,3843
45-54,Female,57.50518449109041,1.9073283854393672,Friday,355,1234,206,2.60999989509583,1669,3843
45-54,Female,57.50518449109041,1.9073283854393672,Friday,533,1234,206,2.60999989509583,1669,3843
18-24,Female,57.50518449109041,1.9073283854393672,Friday,82,1234,206,2.60999989509583,1669,3843
25-34,Female,57.50518449109041,1.9073283854393672,Friday,388,1234,206,2.60999989509583,1669,3843
35-44,Female,57.50518449109041,1.9073283854393672,Friday,322,1234,206,2.60999989509583,1669,3843
25-34,Male,57.50518449109041,1.9073283854393672,Friday,338,1234,206,2.60999989509583,1669,3843
45-54,Female,57.50518449109041,1.9073283854393672,Friday,480,1234,206,2.60999989509583,1669,3843
55-64,Male,57.50518449109041,1.9073283854393672,Friday,425,1234,206,2.60999989509583,1669,3843
18-24,Female,57.50518449109041,1.9073283854393672,Friday,428,1234,206,2.60999989509583,1669,3843
65+,Male,57.50518449109041,1.9073283854393672,Friday,441,1234,206,2.60999989509583,1669,3843
35-44,Male,57.50518449109041,1.9073283854393672,Friday,391,1234,206,2.60999989509583,1669,3843
65+,Male,81.49765491437856,1.9479047416017703,Friday,520,731,233,5.969999849796289,1481,8911
25-34,Male,81.49765491437856,1.9479047416017703,Friday,405,731,233,5.969999849796289,1481,8911
65+,Female,81.49765491437856,1.9479047416017703,Friday,355,731,233,5.969999849796289,1481,8911
55-64,Male,81.49765491437856,1.9479047416017703,Friday,533,731,233,5.969999849796289,1481,8911
25-34,Female,81.49765491437856,1.9479047416017703,Friday,82,731,233,5.969999849796289,1481,8911
45-54,Female,81.49765491437856,1.9479047416017703,Friday,388,731,233,5.969999849796289,1481,8911
35-44,Male,81.49765491437856,1.9479047416017703,Friday,322,731,233,5.969999849796289,1481,8911
18-24,Male,81.49765491437856,1.9479047416017703,Friday,338,731,233,5.969999849796289,1481,8911
55-64,Female,81.49765491437856,1.9479047416017703,Friday,480,731,233,5.969999849796289,1481,8911
35-44,Female,81.49765491437856,1.9479047416017703,Friday,425,731,233,5.969999849796289,1481,8911
18-24,Male,81.49765491437856,1.9479047416017703,Friday,428,731,233,5.969999849796289,1481,8911
35-44,Male,81.49765491437856,1.9479047416017703,Friday,441,731,233,5.969999849796289,1481,8911
55-64,Female,81.49765491437856,1.9479047416017703,Friday,391,731,233,5.969999849796289,1481,8911
45-54,Female,112.42491355932933,1.635294781880951,Friday,520,1440,0,0.0,1980,0
45-54,Male,112.42491355932933,1.635294781880951,Friday,405,1440,0,0.0,1980,0
45-54,Male,112.42491355932933,1.635294781880951,Friday,355,1440,0,0.0,1980,0
18-24,Female,112.42491355932933,1.635294781880951,Friday,533,1440,0,0.0,1980,0
25-34,Female,112.42491355932933,1.635294781880951,Friday,82,1440,0,0.0,1980,0
65+,Male,112.42491355932933,1.635294781880951,Friday,388,1440,0,0.0,1980,0
55-64,Female,112.42491355932933,1.635294781880951,Friday,322,1440,0,0.0,1980,0
35-44,Male,112.42491355932933,1.635294781880951,Friday,338,1440,0,0.0,1980,0
45-54,Female,112.42491355932933,1.635294781880951,Friday,480,1440,0,0.0,1980,0
55-64,Male,112.42491355932933,1.635294781880951,Friday,425,1440,0,0.0,1980,0
65+,Male,112.42491355932933,1.635294781880951,Friday,428,1440,0,0.0,1980,0
65+,Male,112.42491355932933,1.635294781880951,Friday,441,1440,0,0.0,1980,0
45-54,Male,112.42491355932933,1.635294781880951,Friday,391,1440,0,0.0,1980,0
65+,Male,115.23777535226668,1.6218545826836257,Friday,520,709,196,3.020000096410511,1886,4500
25-34,Male,115.23777535226668,1.6218545826836257,Friday,405,709,196,3.020000096410511,1886,4500
55-64,Male,115.23777535226668,1.6218545826836257,Friday,355,709,196,3.020000096410511,1886,4500
35-44,Female,115.23777535226668,1.6218545826836257,Friday,533,709,196,3.020000096410511,1886,4500
35-44,Female,115.23777535226668,1.6218545826836257,Friday,82,709,196,3.020000096410511,1886,4500
25-34,Male,115.23777535226668,1.6218545826836257,Friday,388,709,196,3.020000096410511,1886,4500
35-44,Male,115.23777535226668,1.6218545826836257,Friday,322,709,196,3.020000096410511,1886,4500
45-54,Female,115.23777535226668,1.6218545826836257,Friday,338,709,196,3.020000096410511,1886,4500
45-54,Female,115.23777535226668,1.6218545826836257,Friday,480,709,196,3.020000096410511,1886,4500
65+,Female,115.23777535226668,1.6218545826836257,Friday,425,709,196,3.020000096410511,1886,4500
35-44,Male,115.23777535226668,1.6218545826836257,Friday,428,709,196,3.020000096410511,1886,4500
25-34,Male,115.23777535226668,1.6218545826836257,Friday,441,709,196,3.020000096410511,1886,4500
45-54,Male,115.23777535226668,1.6218545826836257,Friday,391,709,196,3.020000096410511,1886,4500
55-64,Female,101.43512217782036,1.6739678763924568,Friday,520,945,322,9.33000004291534,3544,12139
55-64,Male,101.43512217782036,1.6739678763924568,Friday,405,945,322,9.33000004291534,3544,12139
65+,Male,101.43512217782036,1.6739678763924568,Friday,355,945,322,9.33000004291534,3544,12139
18-24,Male,101.43512217782036,1.6739678763924568,Friday,533,945,322,9.33000004291534,3544,12139
45-54,Female,101.43512217782036,1.6739678763924568,Friday,82,945,322,9.33000004291534,3544,12139
35-44,Male,101.43512217782036,1.6739678763924568,Friday,388,945,322,9.33000004291534,3544,12139
25-34,Female,101.43512217782036,1.6739678763924568,Friday,322,945,322,9.33000004291534,3544,12139
35-44,Male,101.43512217782036,1.6739678763924568,Friday,338,945,322,9.33000004291534,3544,12139
35-44,Male,101.43512217782036,1.6739678763924568,Friday,480,945,322,9.33000004291534,3544,12139
35-44,Female,101.43512217782036,1.6739678763924568,Friday,425,945,322,9.33000004291534,3544,12139
45-54,Male,101.43512217782036,1.6739678763924568,Friday,428,945,322,9.33000004291534,3544,12139
35-44,Female,101.43512217782036,1.6739678763924568,Friday,441,945,322,9.33000004291534,3544,12139
55-64,Male,101.43512217782036,1.6739678763924568,Friday,391,945,322,9.33000004291534,3544,12139
65+,Female,52.88570824046879,1.8278885229287405,Friday,520,706,317,4.57999992370605,2432,6831
65+,Male,52.88570824046879,1.8278885229287405,Friday,405,706,317,4.57999992370605,2432,6831
35-44,Male,52.88570824046879,1.8278885229287405,Friday,355,706,317,4.57999992370605,2432,6831
18-24,Male,52.88570824046879,1.8278885229287405,Friday,533,706,317,4.57999992370605,2432,6831
18-24,Female,52.88570824046879,1.8278885229287405,Friday,82,706,317,4.57999992370605,2432,6831
45-54,Male,52.88570824046879,1.8278885229287405,Friday,388,706,317,4.57999992370605,2432,6831
35-44,Male,52.88570824046879,1.8278885229287405,Friday,322,706,317,4.57999992370605,2432,6831
45-54,Female,52.88570824046879,1.8278885229287405,Friday,338,706,317,4.57999992370605,2432,6831
65+,Male,52.88570824046879,1.8278885229287405,Friday,480,706,317,4.57999992370605,2432,6831
45-54,Male,52.88570824046879,1.8278885229287405,Friday,425,706,317,4.57999992370605,2432,6831
55-64,Female,52.88570824046879,1.8278885229287405,Friday,428,706,317,4.57999992370605,2432,6831
18-24,Male,52.88570824046879,1.8278885229287405,Friday,441,706,317,4.57999992370605,2432,6831
18-24,Male,52.88570824046879,1.8278885229287405,Friday,391,706,317,4.57999992370605,2432,6831
45-54,Male,80.70058056887382,1.611434879898848,Friday,520,1122,318,6.340000033378599,2094,9601
35-44,Female,80.70058056887382,1.611434879898848,Friday,405,1122,318,6.340000033378599,2094,9601
25-34,Female,80.70058056887382,1.611434879898848,Friday,355,1122,318,6.340000033378599,2094,9601
35-44,Female,80.70058056887382,1.611434879898848,Friday,533,1122,318,6.340000033378599,2094,9601
25-34,Female,80.70058056887382,1.611434879898848,Friday,82,1122,318,6.340000033378599,2094,9601
25-34,Female,80.70058056887382,1.611434879898848,Friday,388,1122,318,6.340000033378599,2094,9601
25-34,Male,80.70058056887382,1.611434879898848,Friday,322,1122,318,6.340000033378599,2094,9601
55-64,Female,80.70058056887382,1.611434879898848,Friday,338,1122,318,6.340000033378599,2094,9601
25-34,Female,80.70058056887382,1.611434879898848,Friday,480,1122,318,6.340000033378599,2094,9601
35-44,Male,80.70058056887382,1.611434879898848,Friday,425,1122,318,6.340000033378599,2094,9601
45-54,Female,80.70058056887382,1.611434879898848,Friday,428,1122,318,6.340000033378599,2094,9601
65+,Male,80.70058056887382,1.611434879898848,Friday,441,1122,318,6.340000033378599,2094,9601
45-54,Female,80.70058056887382,1.611434879898848,Friday,391,1122,318,6.340000033378599,2094,9601
18-24,Female,57.10201446977191,1.873740991325533,Friday,520,1341,72,1.35000002384186,2241,1664
35-44,Male,57.10201446977191,1.873740991325533,Friday,405,1341,72,1.35000002384186,2241,1664
45-54,Female,57.10201446977191,1.873740991325533,Friday,355,1341,72,1.35000002384186,2241,1664
35-44,Female,57.10201446977191,1.873740991325533,Friday,533,1341,72,1.35000002384186,2241,1664
65+,Male,57.10201446977191,1.873740991325533,Friday,82,1341,72,1.35000002384186,2241,1664
65+,Female,57.10201446977191,1.873740991325533,Friday,388,1341,72,1.35000002384186,2241,1664
45-54,Male,57.10201446977191,1.873740991325533,Friday,322,1341,72,1.35000002384186,2241,1664
65+,Female,57.10201446977191,1.873740991325533,Friday,338,1341,72,1.35000002384186,2241,1664
35-44,Female,57.10201446977191,1.873740991325533,Friday,480,1341,72,1.35000002384186,2241,1664
65+,Female,57.10201446977191,1.873740991325533,Friday,425,1341,72,1.35000002384186,2241,1664
45-54,Female,57.10201446977191,1.873740991325533,Friday,428,1341,72,1.35000002384186,2241,1664
65+,Male,57.10201446977191,1.873740991325533,Friday,441,1341,72,1.35000002384186,2241,1664
25-34,Female,57.10201446977191,1.873740991325533,Friday,391,1341,72,1.35000002384186,2241,1664
35-44,Female,101.02214312382816,1.5911002560566516,Friday,520,781,311,7.609999895095829,2105,11682
25-34,Female,101.02214312382816,1.5911002560566516,Friday,405,781,311,7.609999895095829,2105,11682
25-34,Female,101.02214312382816,1.5911002560566516,Friday,355,781,311,7.609999895095829,2105,11682
35-44,Male,101.02214312382816,1.5911002560566516,Friday,533,781,311,7.609999895095829,2105,11682
18-24,Male,101.02214312382816,1.5911002560566516,Friday,82,781,311,7.609999895095829,2105,11682
65+,Female,101.02214312382816,1.5911002560566516,Friday,388,781,311,7.609999895095829,2105,11682
35-44,Female,101.02214312382816,1.5911002560566516,Friday,322,781,311,7.609999895095829,2105,11682
45-54,Female,101.02214312382816,1.5911002560566516,Friday,338,781,311,7.609999895095829,2105,11682
55-64,Male,101.02214312382816,1.5911002560566516,Friday,480,781,311,7.609999895095829,2105,11682
45-54,Female,101.02214312382816,1.5911002560566516,Friday,425,781,311,7.609999895095829,2105,11682
45-54,Male,101.02214312382816,1.5911002560566516,Friday,428,781,311,7.609999895095829,2105,11682
55-64,Male,101.02214312382816,1.5911002560566516,Friday,441,781,311,7.609999895095829,2105,11682
45-54,Female,101.02214312382816,1.5911002560566516,Friday,391,781,311,7.609999895095829,2105,11682
35-44,Female,97.92901487099704,1.719186809817256,Friday,520,823,292,6.510000050067902,3329,9172
65+,Female,97.92901487099704,1.719186809817256,Friday,405,823,292,6.510000050067902,3329,9172
55-64,Female,97.92901487099704,1.719186809817256,Friday,355,823,292,6.510000050067902,3329,9172
35-44,Female,97.92901487099704,1.719186809817256,Friday,533,823,292,6.510000050067902,3329,9172
35-44,Female,97.92901487099704,1.719186809817256,Friday,82,823,292,6.510000050067902,3329,9172
55-64,Female,97.92901487099704,1.719186809817256,Friday,388,823,292,6.510000050067902,3329,9172
25-34,Female,97.92901487099704,1.719186809817256,Friday,322,823,292,6.510000050067902,3329,9172
55-64,Male,97.92901487099704,1.719186809817256,Friday,338,823,292,6.510000050067902,3329,9172
25-34,Male,97.92901487099704,1.719186809817256,Friday,480,823,292,6.510000050067902,3329,9172
35-44,Female,97.92901487099704,1.719186809817256,Friday,425,823,292,6.510000050067902,3329,9172
25-34,Female,97.92901487099704,1.719186809817256,Friday,428,823,292,6.510000050067902,3329,9172
45-54,Male,97.92901487099704,1.719186809817256,Friday,441,823,292,6.510000050067902,3329,9172
18-24,Female,97.92901487099704,1.719186809817256,Friday,391,823,292,6.510000050067902,3329,9172
25-34,Female,49.0922657308354,1.4856690863194275,Friday,520,413,402,6.19999980926514,2409,8206
35-44,Male,49.0922657308354,1.4856690863194275,Friday,405,413,402,6.19999980926514,2409,8206
65+,Male,49.0922657308354,1.4856690863194275,Friday,355,413,402,6.19999980926514,2409,8206
18-24,Male,49.0922657308354,1.4856690863194275,Friday,533,413,402,6.19999980926514,2409,8206
65+,Male,49.0922657308354,1.4856690863194275,Friday,82,413,402,6.19999980926514,2409,8206
25-34,Male,49.0922657308354,1.4856690863194275,Friday,388,413,402,6.19999980926514,2409,8206
55-64,Female,49.0922657308354,1.4856690863194275,Friday,322,413,402,6.19999980926514,2409,8206
35-44,Female,49.0922657308354,1.4856690863194275,Friday,338,413,402,6.19999980926514,2409,8206
65+,Female,49.0922657308354,1.4856690863194275,Friday,480,413,402,6.19999980926514,2409,8206
35-44,Male,49.0922657308354,1.4856690863194275,Friday,425,413,402,6.19999980926514,2409,8206
35-44,Female,49.0922657308354,1.4856690863194275,Friday,428,413,402,6.19999980926514,2409,8206
35-44,Female,49.0922657308354,1.4856690863194275,Friday,441,413,402,6.19999980926514,2409,8206
35-44,Female,49.0922657308354,1.4856690863194275,Friday,391,413,402,6.19999980926514,2409,8206
55-64,Male,82.74830984178399,1.6714344351974186,Friday,520,1138,302,4.71999979019165,2796,6238
45-54,Female,82.74830984178399,1.6714344351974186,Friday,405,1138,302,4.71999979019165,2796,6238
18-24,Male,82.74830984178399,1.6714344351974186,Friday,355,1138,302,4.71999979019165,2796,6238
18-24,Male,82.74830984178399,1.6714344351974186,Friday,533,1138,302,4.71999979019165,2796,6238
18-24,Male,82.74830984178399,1.6714344351974186,Friday,82,1138,302,4.71999979019165,2796,6238
65+,Male,82.74830984178399,1.6714344351974186,Friday,388,1138,302,4.71999979019165,2796,6238
18-24,Male,82.74830984178399,1.6714344351974186,Friday,322,1138,302,4.71999979019165,2796,6238
55-64,Female,82.74830984178399,1.6714344351974186,Friday,338,1138,302,4.71999979019165,2796,6238
55-64,Male,82.74830984178399,1.6714344351974186,Friday,480,1138,302,4.71999979019165,2796,6238
18-24,Male,82.74830984178399,1.6714344351974186,Friday,425,1138,302,4.71999979019165,2796,6238
25-34,Male,82.74830984178399,1.6714344351974186,Friday,428,1138,302,4.71999979019165,2796,6238
18-24,Female,82.74830984178399,1.6714344351974186,Friday,441,1138,302,4.71999979019165,2796,6238
35-44,Female,82.74830984178399,1.6714344351974186,Friday,391,1138,302,4.71999979019165,2796,6238
65+,Female,86.38366192627949,1.6368909021683755,Friday,520,1420,20,0.46000000834465,1922,637
25-34,Female,86.38366192627949,1.6368909021683755,Friday,405,1420,20,0.46000000834465,1922,637
65+,Male,86.38366192627949,1.6368909021683755,Friday,355,1420,20,0.46000000834465,1922,637
25-34,Male,86.38366192627949,1.6368909021683755,Friday,533,1420,20,0.46000000834465,1922,637
65+,Female,86.38366192627949,1.6368909021683755,Friday,82,1420,20,0.46000000834465,1922,637
65+,Female,86.38366192627949,1.6368909021683755,Friday,388,1420,20,0.46000000834465,1922,637
65+,Female,86.38366192627949,1.6368909021683755,Friday,322,1420,20,0.46000000834465,1922,637
55-64,Male,86.38366192627949,1.6368909021683755,Friday,338,1420,20,0.46000000834465,1922,637
55-64,Male,86.38366192627949,1.6368909021683755,Friday,480,1420,20,0.46000000834465,1922,637
18-24,Male,86.38366192627949,1.6368909021683755,Friday,425,1420,20,0.46000000834465,1922,637
55-64,Male,86.38366192627949,1.6368909021683755,Friday,428,1420,20,0.46000000834465,1922,637
18-24,Female,86.38366192627949,1.6368909021683755,Friday,441,1420,20,0.46000000834465,1922,637
45-54,Male,86.38366192627949,1.6368909021683755,Friday,391,1420,20,0.46000000834465,1922,637
35-44,Female,79.6197447680713,1.745128761483949,Friday,520,659,303,7.0899999141693,2086,10725
35-44,Female,79.6197447680713,1.745128761483949,Friday,405,659,303,7.0899999141693,2086,10725
65+,Female,79.6197447680713,1.745128761483949,Friday,355,659,303,7.0899999141693,2086,10725
55-64,Female,79.6197447680713,1.745128761483949,Friday,533,659,303,7.0899999141693,2086,10725
18-24,Female,79.6197447680713,1.745128761483949,Friday,82,659,303,7.0899999141693,2086,10725
45-54,Male,79.6197447680713,1.745128761483949,Friday,388,659,303,7.0899999141693,2086,10725
65+,Female,79.6197447680713,1.745128761483949,Friday,322,659,303,7.0899999141693,2086,10725
18-24,Male,79.6197447680713,1.745128761483949,Friday,338,659,303,7.0899999141693,2086,10725
65+,Female,79.6197447680713,1.745128761483949,Friday,480,659,303,7.0899999141693,2086,10725
35-44,Male,79.6197447680713,1.745128761483949,Friday,425,659,303,7.0899999141693,2086,10725
45-54,Female,79.6197447680713,1.745128761483949,Friday,428,659,303,7.0899999141693,2086,10725
55-64,Female,79.6197447680713,1.745128761483949,Friday,441,659,303,7.0899999141693,2086,10725
65+,Female,79.6197447680713,1.745128761483949,Friday,391,659,303,7.0899999141693,2086,10725
35-44,Female,79.18244557977222,1.932881638315388,Friday,520,1065,375,10.22999978065491,2889,15299
25-34,Male,79.18244557977222,1.932881638315388,Friday,405,1065,375,10.22999978065491,2889,15299
35-44,Female,79.18244557977222,1.932881638315388,Friday,355,1065,375,10.22999978065491,2889,15299
55-64,Male,79.18244557977222,1.932881638315388,Friday,533,1065,375,10.22999978065491,2889,15299
25-34,Female,79.18244557977222,1.932881638315388,Friday,82,1065,375,10.22999978065491,2889,15299
65+,Female,79.18244557977222,1.932881638315388,Friday,388,1065,375,10.22999978065491,2889,15299
55-64,Female,79.18244557977222,1.932881638315388,Friday,322,1065,375,10.22999978065491,2889,15299
18-24,Female,79.18244557977222,1.932881638315388,Friday,338,1065,375,10.22999978065491,2889,15299
45-54,Female,79.18244557977222,1.932881638315388,Friday,480,1065,375,10.22999978065491,2889,15299
45-54,Male,79.18244557977222,1.932881638315388,Friday,425,1065,375,10.22999978065491,2889,15299
55-64,Male,79.18244557977222,1.932881638315388,Friday,428,1065,375,10.22999978065491,2889,15299
55-64,Male,79.18244557977222,1.932881638315388,Friday,441,1065,375,10.22999978065491,2889,15299
55-64,Male,79.18244557977222,1.932881638315388,Friday,391,1065,375,10.22999978065491,2889,15299
18-24,Female,75.22930343914024,1.704852312562327,Friday,520,762,270,6.509999990463259,2846,9753
18-24,Male,75.22930343914024,1.704852312562327,Friday,405,762,270,6.509999990463259,2846,9753
25-34,Female,75.22930343914024,1.704852312562327,Friday,355,762,270,6.509999990463259,2846,9753
35-44,Female,75.22930343914024,1.704852312562327,Friday,533,762,270,6.509999990463259,2846,9753
55-64,Male,75.22930343914024,1.704852312562327,Friday,82,762,270,6.509999990463259,2846,9753
55-64,Male,75.22930343914024,1.704852312562327,Friday,388,762,270,6.509999990463259,2846,9753
55-64,Female,75.22930343914024,1.704852312562327,Friday,322,762,270,6.509999990463259,2846,9753
65+,Female,75.22930343914024,1.704852312562327,Friday,338,762,270,6.509999990463259,2846,9753
65+,Male,75.22930343914024,1.704852312562327,Friday,480,762,270,6.509999990463259,2846,9753
18-24,Male,75.22930343914024,1.704852312562327,Friday,425,762,270,6.509999990463259,2846,9753
35-44,Female,75.22930343914024,1.704852312562327,Friday,428,762,270,6.509999990463259,2846,9753
35-44,Female,75.22930343914024,1.704852312562327,Friday,441,762,270,6.509999990463259,2846,9753
18-24,Male,75.22930343914024,1.704852312562327,Friday,391,762,270,6.509999990463259,2846,9753
55-64,Male,100.9578788123032,1.8137496552568808,Friday,520,1260,180,8.290000230073934,2655,10520
45-54,Male,100.9578788123032,1.8137496552568808,Friday,405,1260,180,8.290000230073934,2655,10520
55-64,Male,100.9578788123032,1.8137496552568808,Friday,355,1260,180,8.290000230073934,2655,10520
45-54,Male,100.9578788123032,1.8137496552568808,Friday,533,1260,180,8.290000230073934,2655,10520
55-64,Male,100.9578788123032,1.8137496552568808,Friday,82,1260,180,8.290000230073934,2655,10520
65+,Female,100.9578788123032,1.8137496552568808,Friday,388,1260,180,8.290000230073934,2655,10520
55-64,Male,100.9578788123032,1.8137496552568808,Friday,322,1260,180,8.290000230073934,2655,10520
45-54,Female,100.9578788123032,1.8137496552568808,Friday,338,1260,180,8.290000230073934,2655,10520
25-34,Female,100.9578788123032,1.8137496552568808,Friday,480,1260,180,8.290000230073934,2655,10520
65+,Female,100.9578788123032,1.8137496552568808,Friday,425,1260,180,8.290000230073934,2655,10520
45-54,Male,100.9578788123032,1.8137496552568808,Friday,428,1260,180,8.290000230073934,2655,10520
55-64,Female,100.9578788123032,1.8137496552568808,Friday,441,1260,180,8.290000230073934,2655,10520
35-44,Female,100.9578788123032,1.8137496552568808,Friday,391,1260,180,8.290000230073934,2655,10520
25-34,Female,58.69728476271662,1.6216225216249294,Friday,520,1320,120,1.87000000476837,1651,2824
35-44,Male,58.69728476271662,1.6216225216249294,Friday,405,1320,120,1.87000000476837,1651,2824
65+,Male,58.69728476271662,1.6216225216249294,Friday,355,1320,120,1.87000000476837,1651,2824
35-44,Male,58.69728476271662,1.6216225216249294,Friday,533,1320,120,1.87000000476837,1651,2824
45-54,Male,58.69728476271662,1.6216225216249294,Friday,82,1320,120,1.87000000476837,1651,2824
45-54,Female,58.69728476271662,1.6216225216249294,Friday,388,1320,120,1.87000000476837,1651,2824
65+,Male,58.69728476271662,1.6216225216249294,Friday,322,1320,120,1.87000000476837,1651,2824
45-54,Male,58.69728476271662,1.6216225216249294,Friday,338,1320,120,1.87000000476837,1651,2824
25-34,Male,58.69728476271662,1.6216225216249294,Friday,480,1320,120,1.87000000476837,1651,2824
45-54,Female,58.69728476271662,1.6216225216249294,Friday,425,1320,120,1.87000000476837,1651,2824
55-64,Female,58.69728476271662,1.6216225216249294,Friday,428,1320,120,1.87000000476837,1651,2824
18-24,Female,58.69728476271662,1.6216225216249294,Friday,441,1320,120,1.87000000476837,1651,2824
18-24,Male,58.69728476271662,1.6216225216249294,Friday,391,1320,120,1.87000000476837,1651,2824
